prozent	percent
christ@@ ent@@ um	chri@@ sti@@ an@@ ity
un@@ sterb@@ lichkeit	im@@ mortality
je@@ derzeit	any@@ time
demo@@ gra@@ fische	demo@@ graphic
in@@ form@@ elle	infor@@ mal
ster@@ bende	dying
re@@ da@@ k@@ teure	edi@@ tors
sta@@ p@@ eln	st@@ ack
hö@@ hen	hei@@ ghts
wahrneh@@ m@@ ungen	per@@ cep@@ tions
bedeu@@ ts@@ am@@ keit	signi@@ fi@@ can@@ ce
lü@@ gt	lying
bel@@ ei@@ digung	insu@@ lt
st@@ eigen@@ de	ris@@ ing
lei@@ chter	ligh@@ ter
ägyp@@ tische	eg@@ yp@@ ti@@ an
ge@@ klei@@ det	d@@ ressed
zusammen@@ fassen	sum@@ mar@@ ize
um@@ lauf	circu@@ lation
gi@@ ft@@ stoffe	tox@@ ins
an@@ gelegenheit	issue
haupt@@ qu@@ arti@@ er	head@@ quar@@ ters
bild@@ schir@@ men	scre@@ ens
gehir@@ ner@@ schü@@ tter@@ ung	conc@@ us@@ sion
ab@@ geschlossen	comple@@ ted
symbo@@ li@@ sche	symbo@@ lic
be@@ fe@@ hle	comm@@ ands
sch@@ ere	sc@@ is@@ sor@@ s
sch@@ ar@@ f	shar@@ p
gei@@ st@@ es@@ krankheit	illness
einzigarti@@ g	uni@@ qu@@ ely
ver@@ hinder@@ t	pre@@ v@@ ents
ge@@ fal@@ tet	fol@@ ded
verti@@ k@@ al	ver@@ tically
gewe@@ hre	g@@ uns
ein@@ greifen	interven@@ e
elektro@@ de	electro@@ de
bibli@@ schen	bibli@@ cal
zusammen@@ fassung	sum@@ mary
gr@@ ä@@ ser	gras@@ ses
lehr@@ ling	app@@ r@@ enti@@ ce
kan@@ in@@ chen	rab@@ bits
über@@ holt	ob@@ so@@ le@@ te
pas@@ sa@@ gi@@ ere	pas@@ sen@@ gers
individu@@ alität	individu@@ ality
ver@@ stärken	am@@ pli@@ fy
ga@@ st@@ freund@@ schaft	hospit@@ ality
as@@ sozi@@ ieren	associ@@ ate
dau@@ er@@ haft	perman@@ ent
kon@@ ver@@ gen@@ z	conver@@ gen@@ ce
fahr@@ rä@@ der	bi@@ cy@@ cles
schü@@ tzt	prote@@ cts
nach@@ teil	dis@@ advantage
schau@@ spiel@@ erin	ac@@ tr@@ ess
sch@@ wert	s@@ word
be@@ wä@@ s@@ ser@@ ung	ir@@ ri@@ gation
bein@@ halten	inclu@@ de
funktion@@ elle	func@@ tional
infor@@ mi@@ erte	in@@ formed
ver@@ teilen	distribu@@ te
ge@@ zeichnet	dra@@ wn
pro@@ ze@@ du@@ r	proce@@ d@@ ure
geb@@ lieben	rema@@ ined
rück@@ en@@ mar@@ ks	cor@@ d
un@@ verändert	un@@ changed
nar@@ ben	sc@@ ars
astronom@@ ische	astronom@@ ical
hoch@@ land	hig@@ hl@@ ands
jung@@ frauen	virg@@ ins
kol@@ um@@ bi@@ en	col@@ om@@ bia
besch@@ issen	su@@ cks
ru@@ in@@ iert	ru@@ ined
folge	ep@@ iso@@ de
k@@ um@@ pel	bud@@ dy
rück@@ zug	re@@ treat
un@@ bewusst	un@@ consci@@ ously
man@@ us@@ kri@@ pt	man@@ us@@ cri@@ pt
a@@ ß	eating
annehmen	assu@@ me
nächste	ne@@ ar@@ est
glaub@@ wür@@ digkeit	cre@@ di@@ bility
regen@@ zeit	seas@@ on
ru@@ ck@@ s@@ ack	back@@ pack
um@@ gibt	surro@@ unds
quali@@ fiziert	quali@@ fied
fahr@@ sp@@ uren	lan@@ es
herstellen	manufac@@ ture
gö@@ tt@@ lichen	di@@ v@@ ine
säu@@ ge@@ tier	mam@@ mal
ähn@@ lichkeiten	simil@@ ari@@ ties
schei@@ be	dis@@ k
sü@@ chti@@ g	addi@@ cted
klei@@ der@@ bü@@ gel	co@@ at
vertei@@ di@@ ger	defen@@ ders
proz@@ ess@@ oren	process@@ ors
bewus@@ ste	conscious
ausge@@ drückt	expres@@ sed
schluss@@ fol@@ ger@@ ungen	conclu@@ sions
hypo@@ the@@ tische	hypo@@ the@@ tical
vor@@ orten	sub@@ ur@@ bs
ver@@ ga@@ ß	for@@ got
end@@ lose	end@@ less
pfei@@ l@@ spit@@ zen	ar@@ ro@@ whe@@ ads
glob@@ alisi@@ erten	glob@@ alized
bemerkens@@ wert	remark@@ ably
well@@ en@@ län@@ gen	wa@@ vel@@ eng@@ ths
un@@ fähigkeit	in@@ ability
ank@@ ün@@ digung	announ@@ c@@ ement
tour@@ ismus	tour@@ ism
ein@@ hor@@ n	un@@ ic@@ or@@ n
griff	hand@@ le
aus@@ zeich@@ nung	a@@ ward
kli@@ cks	cli@@ cks
freund@@ lich	friend@@ ly
präsent@@ ationen	pres@@ ent@@ ations
zen@@ siert	cen@@ sor@@ ed
gewal@@ t@@ lo@@ sigkeit	non@@ violence
trag@@ baren	port@@ able
el@@ tern@@ schaft	par@@ enting
aus@@ wen@@ dig	memor@@ i@@ zed
an@@ kommen	arri@@ ve
plat@@ ten	pl@@ ates
sy@@ na@@ go@@ ge	sy@@ na@@ go@@ gue
lei@@ det	suff@@ ers
ges@@ pen@@ det	don@@ ated
aus@@ stellungen	exhi@@ bi@@ tions
unter@@ brechen	inter@@ ru@@ pt
fahr@@ ten	ri@@ des
bab@@ el	bab@@ yl@@ on
rü@@ stung	ar@@ mor
ord@@ ner	fol@@ der
massen@@ aus@@ sterben	extin@@ ctions
ab@@ len@@ kungen	di@@ stra@@ ctions
ans@@ am@@ m@@ lung	accu@@ mu@@ lation
block@@ iert	blo@@ cked
stoff	cl@@ oth
demokra@@ ti@@ si@@ erung	democra@@ ti@@ zation
anthropo@@ lo@@ ge	anthropo@@ log@@ ist
instin@@ kte	instin@@ cts
alli@@ anz	alli@@ ance
194@@ 0ern	194@@ 0s
kompli@@ ment	compli@@ ment
häufig	frequ@@ ently
bank@@ wesen	ban@@ king
ide@@ ologischen	ide@@ ological
gar@@ anti@@ ert	guar@@ an@@ te@@ ed
wieder@@ hol@@ ung	repe@@ ti@@ tion
lan@@ ge@@ weile	bor@@ e@@ dom
nah@@ aufnahme	clo@@ se@@ -up
samm@@ lungen	colle@@ ctions
kohlen@@ wasser@@ stoffe	hydro@@ carb@@ ons
ök@@ olog@@ isch	e@@ col@@ o@@ gi@@ cally
ferti@@ gkeit	sk@@ ill
ta@@ kti@@ k	tac@@ tics
ver@@ hält	acts
ren@@ nt	runs
schla@@ chten	bat@@ tles
kämp@@ ften	f@@ ought
wir@@ ft	thro@@ ws
hinter@@ einander	row
entstehen	emer@@ ge
entsteht	emer@@ ges
entwick@@ ler	develop@@ ers
vertrau@@ ens@@ wür@@ dig	tru@@ st@@ wor@@ thy
arbeit@@ sk@@ raft	labor
frie@@ dlichen	pe@@ ac@@ e@@ ful
sch@@ na@@ pp@@ te	grab@@ bed
to@@ ma@@ ten	to@@ ma@@ to@@ es
geome@@ tr@@ ische	ge@@ om@@ et@@ ric
drei@@ st@@ elli@@ ge	three-@@ dig@@ it
an@@ wei@@ sung	instru@@ ction
ein@@ gestellt	hi@@ red
re@@ zep@@ toren	re@@ cep@@ tors
beri@@ chter@@ stat@@ tung	co@@ verage
palä@@ stin@@ en@@ sische	pal@@ est@@ ini@@ an
krea@@ tion@@ i@@ sten	crea@@ tion@@ ists
ag@@ no@@ stisch	ag@@ no@@ stic
relev@@ anz	relev@@ ance
tele@@ kommunikation	tele@@ communic@@ ations
et@@ ab@@ liert	establi@@ shed
zusammen@@ gebro@@ chen	collap@@ sed
glück@@ wunsch	con@@ gr@@ at@@ u@@ lations
nachhal@@ tig	sustain@@ ably
lei@@ se	quie@@ tly
ro@@ hre	pi@@ pes
ro@@ hr	pi@@ pe
finan@@ zen	fin@@ ance
k@@ nap@@ p	sc@@ ar@@ ce
kühl@@ er	cool@@ er
ver@@ träge	contra@@ cts
produ@@ z@@ ent	produ@@ cer
ewi@@ gkeit	e@@ ter@@ ni@@ ty
g@@ ür@@ tel	b@@ elt
zusammen@@ arbeiten	collabor@@ ate
k@@ äu@@ fer	bu@@ yers
verk@@ äu@@ fe	sal@@ es
an@@ zieh@@ ung	attra@@ ction
magne@@ tis@@ mus	magne@@ tis@@ m
verwir@@ r@@ ung	con@@ fusion
budd@@ h@@ ismus	budd@@ h@@ ism
schwer@@ ste	har@@ dest
psych@@ olog@@ isch	psych@@ ologi@@ cally
sal@@ z@@ wasser	sal@@ t@@ water
bren@@ nt	bur@@ ns
teilung	di@@ vision
wol@@ le	wo@@ ol
bel@@ gi@@ en	bel@@ gi@@ um
geld@@ geber	f@@ under@@ s
abhän@@ gt	depen@@ dent
dok@@ um@@ ent@@ ar@@ film	docum@@ ent@@ ary
schwar@@ m	s@@ warm
seit@@ wärts	si@@ de@@ ways
mä@@ chte	power@@ s
bru@@ tal@@ ität	bru@@ tality
er@@ ziehen	educ@@ ate
sk@@ ali@@ erung	sc@@ aling
hyper@@ aktivität	hyper@@ activity
auf@@ hört	st@@ ops
ab@@ teilung	department
um@@ gesetzt	imple@@ mented
ein@@ la@@ dungen	invi@@ tations
pri@@ mä@@ re	primary
hoff@@ te	hop@@ ed
pyrami@@ den	pyrami@@ ds
gan@@ z@@ heit@@ liche	ho@@ li@@ stic
haupt@@ grund	main
arbeitet	oper@@ ates
hypo@@ the@@ k	mor@@ t@@ ga@@ ge
ge@@ bet	pra@@ yer
verkehr@@ s@@ st@@ aus	j@@ ams
kan@@ u	can@@ o@@ e
regi@@ stri@@ ert	regi@@ ster@@ ed
lebens@@ span@@ ne	li@@ fes@@ pan
ehe@@ partner	spo@@ use
em@@ pf@@ än@@ ger	recei@@ ver
bre@@ m@@ se	bra@@ kes
zer@@ brech@@ lichkeit	fra@@ gi@@ li@@ ty
her@@ b@@ st	au@@ tu@@ m@@ n
erhö@@ hte	increas@@ ed
ab@@ le@@ hnen	re@@ f@@ use
kon@@ ven@@ tion	conven@@ tion
bi@@ ome@@ di@@ zin@@ ischen	bi@@ ome@@ di@@ cal
fein@@ d@@ se@@ li@@ gkeit	ho@@ sti@@ li@@ ty
du@@ mme	du@@ m@@ b
de@@ pri@@ mier@@ end	depres@@ sing
l@@ ingu@@ i@@ stische	l@@ ingu@@ i@@ stic
tu@@ genden	virtu@@ es
ex@@ tro@@ verti@@ erte	ex@@ tro@@ ver@@ ts
wahn@@ sinn	ma@@ dness
san@@ ft	soft@@ ly
vor@@ fall	inci@@ dent
i@@ di@@ oten	i@@ di@@ ots
fa@@ ch	subject
asi@@ a@@ tischen	asi@@ an
dis@@ kri@@ mini@@ erung	dis@@ crimin@@ ation
industri@@ alisi@@ erten	industri@@ alized
kriegs@@ führung	war@@ f@@ are
aus@@ schließlich	ex@@ clu@@ si@@ vely
bri@@ cht	brea@@ ks
wahrschein@@ lichkeiten	prob@@ abilities
plasti@@ zität	plasti@@ city
mo@@ sche@@ en	mo@@ squ@@ es
bedenken	concern@@ s
aus@@ führung	ex@@ ecu@@ tion
herz@@ schlag	he@@ art@@ beat
schreib@@ maschine	ty@@ pe@@ writer
emp@@ fangen	recei@@ ve
kon@@ struk@@ tionen	con@@ struc@@ tions
dreht	sp@@ inning
kam@@ mern	cham@@ bers
re@@ da@@ k@@ te@@ ur	edi@@ tor
gebur@@ ten	bir@@ ths
span@@ nungen	ten@@ sions
vor@@ freude	anti@@ ci@@ pa@@ tion
ak@@ ti@@ vis@@ mus	ac@@ ti@@ vis@@ m
besu@@ chte	vis@@ iting
über@@ blick	over@@ view
far@@ bi@@ gen	color@@ ed
be@@ greifen	gras@@ p
auto@@ fahrer	dri@@ vers
zwan@@ zi@@ gern	20@@ s
di@@ k@@ tat@@ ur	dic@@ tat@@ or@@ ship
rö@@ hren	tu@@ bes
rech@@ nungen	bil@@ ls
mö@@ r@@ der	mur@@ derer
personen	person@@ s
ge@@ po@@ stet	po@@ sted
schwe@@ dischen	swe@@ dis@@ h
mär@@ chen	fair@@ y
entschei@@ d@@ ung@@ str@@ ä@@ ger	poli@@ cy@@ makers
ober@@ sten	su@@ pre@@ me
unsicht@@ barkeit	invisi@@ bility
le@@ xi@@ k@@ on	le@@ xic@@ on
heili@@ gkeit	hol@@ iness
r@@ ön@@ t@@ gen@@ bild	x-@@ ray
au@@ ti@@ stische	au@@ ti@@ stic
planet@@ ar@@ ischen	planet@@ ary
rei@@ fen	ti@@ r@@ es
grün@@ deten	formed
mei@@ ster@@ werk	ma@@ ster@@ piece
fäl@@ scher	for@@ ger
zusammenge@@ fasst	sum@@ mar@@ i@@ zed
freien	out@@ door
vor@@ hän@@ ge	cur@@ tains
un@@ vorstell@@ bare	uni@@ mag@@ in@@ able
aufbauen	re@@ build
tal@@ enti@@ erten	tal@@ ented
unter@@ schä@@ tzt	under@@ esti@@ ma@@ ted
zusammen@@ fas@@ sungen	sum@@ mar@@ ies
rei@@ cht@@ um	rich@@ ness
er@@ wor@@ ben	ac@@ qui@@ red
sonder@@ barer	que@@ erer
demon@@ stra@@ tionen	demon@@ stra@@ tions
stimm@@ ten	agre@@ ed
bin@@ dungen	ties
kinder@@ arzt	pe@@ di@@ at@@ ri@@ cian
überqu@@ erte	cros@@ sed
effe@@ kti@@ ver	effectively
orienti@@ erung	ori@@ entation
neuro@@ wissenschaft@@ ler@@ in	neuro@@ scientist
abstra@@ ktionen	abstra@@ ctions
rech@@ ner@@ ischen	compu@@ ta@@ tional
kä@@ tz@@ chen	kit@@ tens
g@@ lie@@ d@@ maßen	lim@@ bs
vorstellungen	no@@ tions
rück@@ gr@@ at	back@@ bone
cha@@ o@@ tischen	cha@@ o@@ tic
auf@@ stand	u@@ pris@@ ing
h@@ üb@@ sche	lo@@ vely
prü@@ f@@ ungen	exam@@ s
be@@ häl@@ ter	contain@@ er
la@@ gern	cam@@ ps
ab@@ len@@ kung	di@@ stra@@ ction
krie@@ ger	war@@ ri@@ or
aus@@ drü@@ cke	expres@@ sions
wein@@ trau@@ be	gra@@ pe
bau@@ plan	blu@@ e@@ print
pf@@ la@@ ster	band@@ -@@ aid
te@@ k@@ ton@@ ischen	te@@ c@@ ton@@ ic
t@@ ank@@ stellen	sta@@ tions
schwe@@ ben	flo@@ at
subje@@ ktiven	subje@@ ctive
wand@@ te@@ pp@@ i@@ che	ta@@ pe@@ stri@@ es
mäch@@ tigen	mi@@ gh@@ ty
unter@@ kunft	hous@@ ing
fal@@ t@@ muster	cre@@ ase
strei@@ fen	stri@@ pes
besit@@ z	ow@@ ner@@ ship
schle@@ u@@ der	s@@ ling
p@@ fe@@ ff@@ er@@ spra@@ y	spra@@ y
re@@ zen@@ sionen	re@@ vie@@ ws
fis@@ cher@@ ei	fis@@ her@@ y
be@@ cher	cu@@ ps
200@@ -@@ jahr@@ -@@ plan	200@@ -@@ year
b@@ am@@ bus	b@@ am@@ bo@@ o
haus@@ meister	jan@@ it@@ ors
kil@@ ogra@@ mm	kil@@ ogra@@ m
nord@@ männer	nor@@ se
an@@ ä@@ mie	an@@ e@@ mi@@ a
ök@@ ologe	ec@@ ologist
sur@@ fer	sur@@ f@@ ers
hä@@ fen	por@@ ts
pi@@ oni@@ er@@ geist	pi@@ one@@ ering
un@@ vorher@@ seh@@ bar	un@@ predic@@ table
versu@@ ch@@ sper@@ son@@ en	subje@@ cts
hoff@@ nungs@@ voll	hop@@ e@@ ful
block@@ ieren	blo@@ cking
h@@ ür@@ den	barri@@ ers
absor@@ biert	absor@@ bs
privi@@ legi@@ ert	privi@@ le@@ ged
kühl@@ ung	re@@ fri@@ ger@@ ation
er@@ satz	sub@@ stit@@ ute
tau@@ b@@ heit	de@@ af@@ ness
nation@@ alität	nation@@ ality
vari@@ ieren	v@@ ary
solar@@ kolle@@ ktoren	pan@@ els
währ@@ ungen	cur@@ ren@@ cies
in@@ trin@@ sische	in@@ trin@@ si@@ c
schwier@@ igkeit	diffic@@ ul@@ ty
funktion@@ alität	func@@ tion@@ ality
respe@@ kt@@ voll	respe@@ ct@@ ful
ka@@ the@@ dr@@ alen	ca@@ the@@ dr@@ als
pa@@ p@@ st	po@@ pe
klo@@ ster	mon@@ a@@ ster@@ y
palä@@ stin@@ en@@ ser	pal@@ est@@ ini@@ ans
vi@@ tal@@ ität	vi@@ tality
ein@@ ger@@ eicht	sub@@ mit@@ ted
viel@@ ver@@ sprech@@ end	promis@@ ing
illu@@ stri@@ ert	illu@@ str@@ ates
ver@@ sammeln	ga@@ ther
einfach@@ ere	simpl@@ er
be@@ merk@@ ungen	re@@ mar@@ ks
pin@@ sel	pain@@ t@@ br@@ ush
ge@@ hor@@ chen	o@@ be@@ y
er@@ run@@ gen@@ schaft	achie@@ vement
wunder@@ schön	beauti@@ fully
krea@@ tion@@ ismus	crea@@ tion@@ ism
verwandelt	trans@@ forms
ne@@ ffen	ne@@ p@@ he@@ ws
tre@@ ppen	sta@@ irs
vertrau@@ theit	famili@@ ar@@ ity
sensi@@ bili@@ tät	sensi@@ tivity
al@@ ar@@ man@@ lage	al@@ arm
strö@@ m@@ ungen	curr@@ ents
dopp@@ el@@ heli@@ x	heli@@ x
p@@ fa@@ de	path@@ ways
welt@@ klasse	worl@@ d-@@ class
vor@@ führung	dem@@ o
zusammen@@ bauen	assem@@ ble
be@@ zahl@@ ung	pay@@ ment
minister@@ ium	mini@@ stry
k@@ as@@ ach@@ stan	ka@@ z@@ ak@@ h@@ stan
pä@@ da@@ go@@ gen	educ@@ ators
soli@@ dar@@ ität	soli@@ dar@@ ity
geb@@ ü@@ hr	fe@@ e
an@@ grei@@ fer	attac@@ ker
stimu@@ liert	stimu@@ late
schw@@ än@@ ze	ta@@ ils
versch@@ wenden	wa@@ sting
ta@@ schen@@ rech@@ ner	calcul@@ ator
aufge@@ deckt	reve@@ aled
unterschei@@ det	dist@@ ingu@@ ish@@ es
schil@@ d@@ kr@@ ö@@ ten	tur@@ tles
sch@@ malen	nar@@ row
w@@ öl@@ fe	wol@@ ves
ord@@ entlich	proper@@ ly
gewe@@ hr	ri@@ f@@ le
ge@@ wür@@ ze	sp@@ ices
ähn@@ lichkeit	simil@@ ar@@ ity
kli@@ sche@@ es	stere@@ ot@@ yp@@ es
mexi@@ kan@@ ischen	mexi@@ can
vi@@ k@@ tor@@ i@@ anischen	vic@@ tor@@ ian
er@@ schw@@ ing@@ lichkeit	aff@@ ord@@ ability
überzeu@@ gung	con@@ vi@@ ction
de@@ zentr@@ alisiert	de@@ cent@@ r@@ alized
fest@@ nahme	ar@@ rest
mu@@ tiert	mu@@ tat@@ es
auto@@ mati@@ sche	auto@@ matic
leu@@ chten	sh@@ ining
neben@@ einander	si@@ de-@@ b@@ y-@@ side
redu@@ zi@@ erung	re@@ duc@@ ing
der@@ e@@ gu@@ li@@ erung	der@@ e@@ gu@@ lation
lo@@ b@@ by@@ i@@ sten	lo@@ b@@ by@@ ists
um@@ schlag	en@@ vel@@ op@@ e
enten	du@@ cks
bio@@ kraft@@ stoffe	bio@@ fu@@ els
nah@@ t@@ los	se@@ am@@ less@@ ly
jac@@ ke	jac@@ ket
e@@ go@@ i@@ stisch	sel@@ fish
ge@@ ologie	ge@@ ology
k@@ issen	pil@@ low
er@@ mäch@@ tigung	em@@ power@@ ment
sp@@ ri@@ tzen	sy@@ ring@@ es
ras@@ ch	rapi@@ dly
fi@@ bon@@ acci@@ -@@ zahlen	fi@@ bon@@ acc@@ i
berech@@ net	calcul@@ ated
sin@@ ken	sin@@ k
er@@ ben	in@@ her@@ it
ku@@ geln	sp@@ her@@ es
konzentri@@ erte	concent@@ r@@ ated
ver@@ arbeitet	process@@ ed
schmerzen	pa@@ ins
wahn@@ vorstellungen	del@@ u@@ sions
er@@ kunden	explor@@ ing
behalten	keeping
ira@@ k@@ ischen	ira@@ q@@ i
re@@ präsent@@ ative	repres@@ ent@@ ative
üben	practic@@ ing
unter@@ seite	under@@ side
le@@ gend@@ äre	le@@ gen@@ dar@@ y
aus@@ gelöst	caused
tö@@ teten	killing
auf@@ tritt	occur@@ s
kreu@@ z@@ wor@@ trä@@ t@@ sel	cro@@ ss@@ word
bürger@@ stei@@ g	si@@ de@@ walk
k@@ amer@@ un	c@@ amer@@ o@@ on
wunder@@ schönen	gor@@ ge@@ ous
pro@@ ze@@ dur@@ en	proce@@ dur@@ es
perfe@@ k@@ tion@@ iert	perfe@@ cted
beru@@ fs@@ leben	work@@ force
zahn@@ ärzte	den@@ ti@@ sts
unter@@ hal@@ ts@@ am@@ en	entertain@@ ing
kre@@ di@@ t@@ karte	card
stör@@ t	bo@@ thers
ne@@ un@@ jährige	nin@@ e-@@ year-old
pat@@ enti@@ ert	pat@@ ented
großartigen	magni@@ fi@@ cent
kro@@ a@@ ti@@ en	cro@@ a@@ ti@@ a
anal@@ o@@ gen	anal@@ o@@ g
ver@@ scho@@ ben	shif@@ ted
wir@@ bel@@ säu@@ le	sp@@ ine
frei@@ setzen	rele@@ ase
ein@@ log@@ gen	lo@@ g
kr@@ an	c@@ ran@@ e
auf@@ züge	el@@ ev@@ ators
ar@@ al@@ see	ar@@ al
er@@ träge	y@@ i@@ el@@ ds
klin@@ ische	trial
bes@@ e@@ tzen	occu@@ p@@ y
al@@ b@@ ani@@ en	al@@ b@@ ania
hel@@ den@@ hafte	hero@@ ic
aus@@ brü@@ che	out@@ brea@@ ks
kle@@ tt@@ ver@@ schluss	vel@@ cr@@ o
di@@ cke	thi@@ ck@@ ness
über@@ schätzen	over@@ esti@@ mate
intellektu@@ ell	intellec@@ tu@@ ally
ent@@ täusch@@ ung	dis@@ ap@@ poin@@ t@@ ment
all@@ ein@@ sein	soli@@ tude
un@@ glück@@ lichen	un@@ fortun@@ ate
f@@ ass	bar@@ re@@ l
ge@@ feu@@ ert	fi@@ red
gel@@ ungen	succe@@ e@@ ded
kämp@@ fer	figh@@ ters
bet@@ on@@ ung	em@@ ph@@ as@@ is
geogra@@ ph@@ isch	geogra@@ phi@@ cally
nahe	ne@@ ar@@ by
ma@@ x@@ im@@ alen	ma@@ x@@ im@@ um
ung@@ ar@@ n	h@@ ung@@ ary
spezi@@ alisiert	speci@@ alized
rufen	shou@@ ting
fei@@ er	celebra@@ tion
über@@ ein@@ stimmung	match
un@@ bedeu@@ tend	in@@ significant
mit@@ tag	noon
ge@@ treten	ki@@ cked
techn@@ ologe	technolog@@ ist
robo@@ tische	robo@@ tic
mis@@ sionen	mis@@ sions
ser@@ viert	ser@@ ved
proble@@ m@@ lösen	solving
anpas@@ sungen	adap@@ tations
kü@@ sse	k@@ is@@ ses
zei@@ ta@@ ch@@ se	ti@@ mel@@ ine
lang@@ samkeit	slow@@ ness
brie@@ f@@ mar@@ ke	stam@@ p
ste@@ tho@@ sk@@ op	ste@@ tho@@ scop@@ e
be@@ auf@@ tra@@ gt	com@@ mis@@ sion@@ ed
ein@@ samkeit	lon@@ el@@ iness
verein@@ bar	com@@ pati@@ ble
gegensei@@ tigkeit	reci@@ pro@@ city
ei@@ fer@@ sucht	je@@ al@@ ous@@ y
auf@@ rech@@ ter@@ halten	susta@@ in
bot@@ schaf@@ ter	am@@ bas@@ sa@@ d@@ or
er@@ lösung	re@@ de@@ mption
no@@ bel@@ prei@@ str@@ ä@@ ger	lau@@ re@@ ates
selbst@@ mor@@ dat@@ tent@@ ä@@ ter	bom@@ bers
privat@@ leben	wor@@ k-@@ life
ver@@ letzten	in@@ ju@@ red
flie@@ ß@@ end	flu@@ ent
aus@@ drücken	expres@@ sing
hu@@ b@@ ble@@ -@@ wel@@ trau@@ m@@ teles@@ ko@@ p	hu@@ b@@ ble
natur@@ ge@@ mä@@ ß	naturally
ver@@ folgt	tracking
zauber@@ er	wi@@ z@@ ard
hö@@ hlen@@ mal@@ er@@ ei@@ en	pain@@ t@@ ings
hand@@ lung	p@@ lot
schlä@@ ft	sle@@ e@@ ps
skep@@ tiker	skep@@ tics
austr@@ al@@ ische	austr@@ ali@@ an
stecken	putting
ration@@ alität	ration@@ ality
zurück@@ gewi@@ esen	re@@ je@@ cted
sozi@@ ologie	soci@@ ology
ge@@ häl@@ ter	wa@@ ges
san@@ it@@ är@@ einrichtungen	san@@ it@@ ation
wider@@ sprechen	dis@@ agree
kühl@@ schrän@@ ke	re@@ fri@@ ger@@ ators
ta@@ ge@@ buch	di@@ ary
k@@ auf	pur@@ ch@@ ase
bin@@ -@@ la@@ den@@ ismus	bin
stir@@ l@@ ing@@ motor	stir@@ ling
überqu@@ erung	cros@@ sing
außen	out@@ ward
demon@@ str@@ anten	prote@@ sters
emp@@ ir@@ ische	em@@ pi@@ ri@@ cal
wider@@ sprü@@ che	con@@ tradi@@ ctions
zer@@ ti@@ fi@@ k@@ at	cer@@ ti@@ fic@@ ate
wander@@ tau@@ ben	pas@@ sen@@ ger
kl@@ onen	c@@ lon@@ ing
erkrank@@ ungen	ill@@ n@@ esses
klassen@@ räume	class@@ rooms
beschrän@@ kungen	limit@@ ations
kon@@ ven@@ tionen	conven@@ tions
k@@ ak@@ er@@ la@@ ken	cock@@ ro@@ ach@@ es
still@@ stand	gri@@ d@@ lock
ab@@ kommen	treat@@ y
feu@@ ert	fir@@ es
sele@@ ktiv	sel@@ ec@@ tively
gene@@ tiker	gene@@ tic@@ ist
bas@@ en	bas@@ es
wan@@ gen	che@@ e@@ ks
kom@@ mer@@ zi@@ ell	commer@@ cially
ozean@@ ograph@@ ie	oce@@ an@@ ograph@@ y
auf@@ satz	es@@ say
red@@ und@@ anz	red@@ und@@ an@@ cy
disku@@ tiert	discus@@ sing
gewinn@@ orienti@@ erten	for@@ -@@ profit
schni@@ tte	cu@@ ts
pri@@ m@@ zahlen	pri@@ mes
epide@@ mi@@ ologen	epide@@ mi@@ ologists
auf@@ trieb	li@@ ft
be@@ ul@@ en	bu@@ mp@@ s
wähl@@ er@@ isch	pi@@ cky
kor@@ rela@@ tionen	cor@@ rela@@ tions
tan@@ zten	dan@@ ced
sch@@ ru@@ mp@@ fen	s@@ hr@@ ink
kla@@ ppe	shu@@ t
bei@@ fang	by@@ catch
sch@@ ot@@ tischen	scot@@ tish
k@@ auen	che@@ wing
r@@ he@@ tor@@ ik	r@@ he@@ tor@@ ic
vor@@ rä@@ te	supp@@ lies
ung@@ ar@@ ischen	h@@ ung@@ arian
luft@@ feu@@ chtigkeit	hu@@ mi@@ di@@ ty
ver@@ wü@@ stung	de@@ va@@ station
la@@ chs	sal@@ mon
best@@ äu@@ ben	pol@@ lin@@ ate
nahr@@ ung@@ ser@@ gän@@ z@@ ungs@@ mittel	supp@@ le@@ ments
an@@ gesicht	fac@@ e-@@ to-@@ face
wör@@ ter@@ bücher	dic@@ tion@@ aries
toler@@ ieren	toler@@ ate
sch@@ wie@@ ger@@ mutter	mo@@ ther@@ -@@ in-@@ law
sau@@ ber@@ er	cle@@ aner
schw@@ ö@@ re	swe@@ ar
ar@@ z@@ nei@@ mittel@@ -@@ pat@@ ent@@ gemeinschaft	medi@@ cin@@ es
sub@@ tra@@ ktion	sub@@ tra@@ ction
kreu@@ z@@ -@@ fünf	clu@@ bs
hand@@ schrift	hand@@ writing
be@@ un@@ ruhi@@ gt	concerned
geheim@@ dien@@ ste	agen@@ cies
ju@@ go@@ sla@@ wi@@ en	y@@ u@@ go@@ sla@@ via
obje@@ k@@ tivität	obje@@ c@@ tivity
neu@@ tr@@ alität	neu@@ tr@@ ality
sin@@ ken@@ de	dec@@ lin@@ ing
ein@@ s-@@ zu@@ -@@ eins	one-@@ on-@@ one
he@@ br@@ ä@@ ischen	he@@ bre@@ w
lin@@ k@@ sli@@ ber@@ ale	liber@@ als
ko@@ st@@ bar	pre@@ cious
rück@@ sicht@@ slo@@ sigkeit	re@@ ck@@ less@@ ness
ur@@ teile	jud@@ g@@ ments
ab@@ stam@@ mung	ance@@ stry
eigent@@ ü@@ mer	ow@@ ners
